Linear regression parameters:
Intercept: -0.00928596
Slope: 0.97855
Correlation: 0.975539
Target-output data:
submatrix_0
-0.165597 -0.0595787
0.525032 0.565092
1 0.908416
0.861361 0.871767
0.175866 0.453847
0.0680359 -0.156329
-0.545571 -0.662936
-1 -0.896646
-0.856226 -0.861329
-0.655969 -0.625817
-0.0397946 -0.257919
